,gene function,organism,oualidia_1_counts,phylum,class,order,family
12029,triose-phosphate isomerase,Oligotropha carboxidovorans OM5,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
12030,triosephosphate isomerase,Clostridium botulinum E3 str. Alaska E43,2,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
12031,triosephosphate isomerase,Desulfotalea psychrophila LSv54,1,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae
12032,triosephosphate isomerase,Gramella forsetii KT0803,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
12033,triosephosphate isomerase (tim),Psychroflexus torquis ATCC 700755,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
12034,tripeptidyl peptidase 1,Canis lupus familiaris,1,Chordata,Mammalia,Carnivora,Canidae
12035,trk system potassium uptake protein,Zunongwangia profunda SM-A87,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
12036,tropinone reductase,Xylella fastidiosa 9a5c,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
12037,trp operon repressor,Vibrio harveyi HY01,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
12038,tryparedoxin peroxidase,Trypanosoma brucei TREU927,1,,,Kinetoplastida,Trypanosomatidae
12039,trypsin-like serine protease,Thermoanaerobacter tengcongensis MB4,1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae
12040,tryptophan,Gramella forsetii KT0803,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
12041,tryptophan 23-dioxygenase,Anaeromyxobacter dehalogenans 2CP-1,2,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae
12042,tryptophan halogenase,Novosphingobium aromaticivorans DSM 12444,1,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
12043,tryptophan synthas,Opitutus terrae PB90-1,2,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae
12044,tryptophan synthas,Thermoanaerobacter wiegelii Rt8.B1,1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae
12045,tryptophan synthas,marine gamma proteobacterium HTCC2148,1,,,,
12046,tryptophan synthase alpha chain,Kordia algicida OT-1,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
12047,tryptophan synthase alpha chain,Rothia mucilaginosa DY-18,2,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
12048,tryptophan synthase beta chain 1,alpha proteobacterium HIMB114,40,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
12049,tryptophan synthase subunit alpha,Azoarcus sp. BH72,1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae
12050,tryptophan synthase subunit alpha,Jannaschia sp. CCS1,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
12051,tryptophan synthase subunit beta,Bacillus cereus ATCC 10987,2,Firmicutes,Bacilli,Bacillales,Bacillaceae
12052,tryptophan synthase subunit beta,Beutenbergia cavernae DSM 12333,1,Actinobacteria,Actinobacteria,Micrococcales,Beutenbergiaceae
12053,tryptophan synthase subunit beta,Geodermatophilus obscurus DSM 43160,1,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae
12054,tryptophan synthase subunit beta,Pelobacter carbinolicus DSM 2380,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae
12055,tryptophan synthase subunit beta,Ralstonia pickettii 12D,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
12056,tryptophan synthase subunit beta,Saccharophagus degradans 2-40,5,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
12057,tryptophan synthase subunit beta,Shewanella amazonensis SB2B,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
12058,tryptophan synthase subunit beta,Shewanella frigidimarina NCIMB 400,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
12059,tryptophan synthase subunit beta,Thermotoga maritima MSB8,1,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae
12060,tryptophan--tRNA ligase,Rothia mucilaginosa ATCC 25296,2,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
12061,tryptophan-tRNA ligase,alpha proteobacterium HIMB114,19,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
12062,tryptophanase,Coprothermobacter proteolyticus DSM 5265,1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae
12063,tryptophanyL-tRNA synthetase,Paludibacter propionicigenes WB4,1,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
12064,tryptophanyl-tRNA synthetase,Actinosynnema mirum DSM 43827,2,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae
12065,tryptophanyl-tRNA synthetase,Brevibacterium linens BL2,1,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae
12066,tryptophanyl-tRNA synthetase,Candidatus Accumulibacter phosphatis clade IIA str. UW-1,2,Proteobacteria,Betaproteobacteria,,
12067,tryptophanyl-tRNA synthetase,Ketogulonicigenium vulgare Y25,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
12068,tryptophanyl-tRNA synthetase,Kineococcus radiotolerans SRS30216,2,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae
12069,tryptophanyl-tRNA synthetase,Methylotenera mobilis JLW8,1,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
12070,tryptophanyl-tRNA synthetase,Nitrosomonas europaea ATCC 19718,2,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae
12071,tryptophanyl-tRNA synthetase,Pedobacter sp. BAL39,1,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
12072,tryptophanyl-tRNA synthetase,Rhodopseudomonas palustris CGA009,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
12073,tryptophanyl-tRNA synthetase,Roseobacter denitrificans OCh 114,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
12074,tryptophanyl-tRNA synthetase,Rubrobacter xylanophilus DSM 9941,1,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae
12075,tubuli,Danio rerio,1,Chordata,Actinopteri,Cypriniformes,Cyprinidae
12076,tubuli,Pan troglodytes,1,Chordata,Mammalia,Primates,Hominidae
12077,tubulin alpha-3E chain,Homo sapiens,1,Chordata,Mammalia,Primates,Hominidae
12078,tubulin beta chain,Neurospora crassa OR74A,1,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae
12079,tubulin polyglutamylase TTLL5,Mus musculus,1,Chordata,Mammalia,Rodentia,Muridae
12080,tumor rejection antigen gp96 precursor,Rattus norvegicus,2,Chordata,Mammalia,Rodentia,Muridae
12081,twin arginine-targeting protein translocase TatC,delta proteobacterium NaphS2,1,Proteobacteria,Deltaproteobacteria,,
12082,twin-arginine protein translocation system subunit TatC,Yersinia pseudotuberculosis YPIII,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae
12083,twin-arginine translocation pathway signal,Rhodopseudomonas palustris BisB5,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
12084,twin-arginine translocation pathway signal,Ruegeria sp. TM1040,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
12085,twin-arginine translocation protein TatB,Hahella chejuensis KCTC 2396,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae
12086,twitching mobility protein,Herminiimonas arsenicoxydans,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae
12087,twitching mobility protein PilU,Aromatoleum aromaticum EbN1,1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae
12088,twitching motility protein,Acinetobacter baumannii ATCC 17978,2,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae
12089,twitching motility protein,Arthrospira platensis str. Paraca,1,Cyanobacteria,,Oscillatoriales,Microcoleaceae
12090,twitching motility protein,Pelobacter propionicus DSM 2379,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae
12091,twitching motility protein,Synechocystis sp. PCC 6803,1,Cyanobacteria,,Synechococcales,Merismopediaceae
12092,twitching motility protein PilT,Clostridium perfringens SM101,4,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
12093,two componen,Anaeromyxobacter dehalogenans 2CP-C,1,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae
12094,two componen,Anaeromyxobacter sp. Fw109-5,1,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae
12095,two componen,Geobacter uraniireducens Rf4,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
12096,two componen,Methylotenera mobilis JLW8,1,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
12097,two componen,Pelobacter propionicus DSM 2379,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae
12098,two componen,Rhodobacter sphaeroides ATCC 17029,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
12099,two componen,Shewanella baltica OS185,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
12100,two componen,Sinorhizobium fredii NGR234,2,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
12101,two component LuxR family transcriptional regulator,Ruegeria sp. TM1040,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
12102,two component response regulator nitrogen assimilation regulatory protein,Rhizobium leguminosarum bv. viciae 3841,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
12103,two component sensor kinase,Agrobacterium tumefaciens str. C58,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
12104,two component sigma54 specific Fis family transcriptional regulator,Caulobacter sp. K31,1,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
12105,two component transcriptional regulato,Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446,1,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae
12106,two component transcriptional regulato,Desulfatibacillum alkenivorans AK-01,1,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae
12107,two component transcriptional regulato,Flavobacteria bacterium MS024-3C,3,Bacteroidetes,Flavobacteriia,,
12108,two component transcriptional regulator,Alkaliphilus oremlandii OhILAs,1,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
12109,two component transcriptional regulator,Desulfotomaculum reducens MI-1,1,Firmicutes,Clostridia,Clostridiales,Peptococcaceae
12110,two component transcriptional regulator,Dinoroseobacter shibae DFL 12,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
12111,two component transcriptional regulator,Ruegeria sp. TM1040,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
12112,two component transcriptional regulator,Shewanella pealeana ATCC 700345,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
12113,two-component hybrid sensor and regulator,Azospirillum sp. B510,1,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
12114,two-component hybrid sensor and regulator,Gloeobacter violaceus PCC 7421,1,Cyanobacteria,Gloeobacteria,Gloeobacterales,Gloeobacteraceae
12115,two-component response regulator,Azospirillum sp. B510,1,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
12116,two-component response regulator,Bradyrhizobium japonicum USDA 110,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
12117,two-component response regulator,Cytophaga hutchinsonii ATCC 33406,1,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
12118,two-component response regulator,Oscillochloris trichoides DG-6,1,Chloroflexi,Chloroflexia,Chloroflexales,Oscillochloridaceae
12119,two-component response regulator,Pseudomonas aeruginosa PAO1,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
12120,two-component response regulator,Synechococcus sp. RS9916,1,Cyanobacteria,,Synechococcales,Synechococcaceae
12121,two-component response regulator protein,Rhizobium etli CFN 42,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
12122,two-component sensor CbrA,Pseudomonas aeruginosa 39016,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
12123,two-component syste,Leifsonia xyli subsp. xyli str. CTCB07,8,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
12124,two-component system response regulator,Bacteroides sp. 20_3,1,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
12125,two-component system sensor histidine kinase,Gramella forsetii KT0803,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
12126,two-component system sensor histidine kinase,Leeuwenhoekiella blandensis MED217,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
12127,two-component system sensor histidine kinase-like protein (Ntr family protein),Blastopirellula marina DSM 3645,1,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
12128,two-component system sensor histidine kinase/response,Pseudoalteromonas sp. SM9913,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
12129,two-component system sensor histidine kinase/response regulator,Polaribacter sp. MED152,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
12130,two-component system sensor kinase,Amycolatopsis mediterranei U32,2,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae
12131,two-component system sensor protein,Sorangium cellulosum ''So ce 56'',1,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae
12132,two-component system sensory/regulatory protein,Desulfotalea psychrophila LSv54,2,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae
12133,two-component transcriptional regulato,Octadecabacter antarcticus 238,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
12134,type 11 methyltransferase,Cyanothece sp. PCC 7822,1,Cyanobacteria,,Oscillatoriales,Cyanothecaceae
12135,type 12 methyltransferase,Allochromatium vinosum DSM 180,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
12136,type 4 fimbrial biogenesis protein PilM,Pseudomonas aeruginosa LESB58,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
12137,type 4 prepilin peptidase 1. Aspartic peptidase. MEROPS family A24A,Shewanella sp. MR-7,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
12138,type I fatty acid synthase,Cryptosporidium parvum Iowa II,3,Apicomplexa,Coccidia,Eucoccidiorida,Cryptosporidiidae
12139,type I phosphodiesterase/nucleotide pyrophosphatase,Cyanothece sp. PCC 7822,2,Cyanobacteria,,Oscillatoriales,Cyanothecaceae
12140,type I restriction enzym,Photorhabdus asymbiotica,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae
12141,type I restriction enzyme EcoR124II R protein,Bordetella avium 197N,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae
12142,type I restriction enzyme R protein,Vibrio parahaemolyticus RIMD 2210633,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
12143,type I restriction modification enzyme M subunit,Nostoc sp. PCC 7120,1,Cyanobacteria,,Nostocales,Nostocaceae
12144,type I restriction-modification syste,Cardiobacterium hominis ATCC 15826,2,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae
12145,type I restriction-modification syste,Haemophilus parasuis SH0165,1,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
12146,type I restriction-modification syste,Pseudomonas syringae pv. tomato str. DC3000,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
12147,type I restriction-modification system endonuclease,Pseudoalteromonas haloplanktis TAC125,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
12148,type I restriction-modification system restriction subnit,Methanosarcina mazei Go1,1,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
12149,type I restriction-modification system restriction subunit R,Vibrio cholerae TM 11079-80,2,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
12150,type I restriction-modification system specificity determinant,Photobacterium profundum SS9,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
12151,type I restriction-modification system specificity subunit,Methanosarcina mazei Go1,1,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
12152,type I secretion system ATPase,Roseovarius sp. 217,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
12153,type I secretion system ATPase,Thioalkalivibrio sp. K90mix,2,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
12154,type I secretion system atpase,Methylovorus sp. MP688,1,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
12155,type I secretion target repeat-containing protein,Ruegeria pomeroyi DSS-3,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
12156,type I site-specific deoxyribonucleas,Shewanella baltica OS223,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
12157,type II DNA topoisomerase VI subunit,Phaeodactylum tricornutum CCAP 1055/1,1,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae
12158,type II citrate synthase,Clavibacter michiganensis subsp. michiganensis NCPPB 382,5,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
12159,type II citrate synthase,Comamonas testosteroni S44,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
12160,type II citrate synthase,Pseudomonas fluorescens Pf0-1,4,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
12161,type II citrate synthase,Xanthomonas campestris pv. campestris str. ATCC 33913,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
12162,type II protein secretion ATPase LspE,Legionella pneumophila str. Lens,1,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae
12163,type II secretion system protei,Alcanivorax borkumensis SK2,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae
12164,type II secretion system protein E,Plesiocystis pacifica SIR-1,1,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae
12165,type II secretory pathway ATPase PulE/Tfp pilus assembly pathway ATPase PilB,Hahella chejuensis KCTC 2396,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae
12166,type II/IV secretion system protein,Ruegeria pomeroyi DSS-3,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
12167,type II/IV secretion system protein,delta proteobacterium NaphS2,1,Proteobacteria,Deltaproteobacteria,,
12168,type III effector HopAN1,Ralstonia sp. 5_7_47FAA,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
12169,type III effector Hrp-dependent outer protein,Rhodobacteraceae bacterium HTCC2083,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
12170,type III restriction enzym,Flavobacterium johnsoniae UW101,3,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
12171,type III restriction enzym,Magnetococcus sp. MC-1,1,Proteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae
12172,type III restriction enzym,Methanococcoides burtonii DSM 6242,1,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
12173,type III restriction enzym,Rickettsia endosymbiont of Ixodes scapularis,1,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae
12174,type III restriction enzym,Shewanella loihica PV-4,2,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
12175,type III restriction enzym,Verminephrobacter eiseniae EF01-2,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
12176,type III restriction protein res subunit,Paenibacillus sp. oral taxon 786 str. D14,1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae
12177,type III restriction protein res subunit,Thauera sp. MZ1T,1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae
12178,type IV pilus secretin PilQ,Plesiocystis pacifica SIR-1,1,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae
12179,type IV secretory pathway VirB4 subunit,candidate division TM7 genomosp. GTL1,1,,,,
12180,type IV-A pilus assembly ATPase PilB,Teredinibacter turnerae T7901,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
12181,type VI secretion protei,Roseobacter sp. GAI101,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
12182,type VI secretion system Vgr family protein,Burkholderia ambifaria MC40-6,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
12183,type peptidyl-prolyl cis-trans isomerase cyclophilin,Xylanimonas cellulosilytica DSM 15894,2,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae
12184,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protei,Danio rerio,1,Chordata,Actinopteri,Cypriniformes,Cyprinidae
12185,tyrosine aminotransferase,Danio rerio,3,Chordata,Actinopteri,Cypriniformes,Cyprinidae
12186,tyrosine phenol-lyase,Chloroflexus sp. Y-400-fl,1,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae
12187,tyrosine recombinase XerC,Prevotella ruminicola 23,1,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae
12188,tyrosine recombinase XerC,Roseovarius sp. 217,3,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
12189,tyrosine recombinase XerD,Micrococcus luteus NCTC 2665,1,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
12190,tyrosine recombinase XerD,Vibrio cholerae 623-39,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
12191,tyrosine type site-specific recombinase,Kordia algicida OT-1,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
12192,tyrosine--tRNA ligase,Erysipelothrix rhusiopathiae ATCC 19414,1,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae
12193,tyrosine-protein kinase,Dokdonia donghaensis MED134,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
12194,tyrosyl-tRNA synthetase,Acidobacterium sp. SP1PR4,1,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae
12195,tyrosyl-tRNA synthetase,Arthrobacter sp. FB24,3,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
12196,tyrosyl-tRNA synthetase,Bacteroides sp. D20,1,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
12197,tyrosyl-tRNA synthetase,Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum),1,Arthropoda,Insecta,Hemiptera,Aphididae
12198,tyrosyl-tRNA synthetase,Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),1,Mollusca,Bivalvia,Veneroida,Vesicomyidae
12199,tyrosyl-tRNA synthetase,Capnocytophaga sputigena ATCC 33612,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
12200,tyrosyl-tRNA synthetase,Ehrlichia canis str. Jake,1,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae
12201,tyrosyl-tRNA synthetase,Microscilla marina ATCC 23134,1,Bacteroidetes,Cytophagia,Cytophagales,Microscillaceae
12202,tyrosyl-tRNA synthetase,Mycobacterium leprae TN,1,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
12203,tyrosyl-tRNA synthetase,Pseudomonas putida KT2440,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
12204,ubiquinol-cytochrome C reductase cytochrome C subunit,Leifsonia xyli subsp. xyli str. CTCB07,6,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
12205,ubiquinol-cytochrome c reductas,Aeromonas hydrophila subsp. hydrophila ATCC 7966,1,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae
12206,ubiquinol-cytochrome c reductas,Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
12207,ubiquinol-cytochrome c reductas,Rickettsia bellii RML369-C,8,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae
12208,ubiquinol:cytochrome c oxidoreductase biogenesis factor,Chlamydomonas reinhardtii,1,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae
12209,ubiquinone biosynthesis O-methyltransferase,Hyphomicrobium denitrificans ATCC 51888,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae
12210,ubiquinone biosynthesis O-methyltransferase,Thioalkalivibrio sp. HL-EbGR7,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
12211,ubiquinone biosynthesis protein coq-8,Pyrenophora tritici-repentis Pt-1C-BFP,1,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae
12212,ubiquinone/menaquinone biosynthesis methyltransferase,Candidatus Pelagibacter ubique HTCC1062,21,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
12213,ubiquinone/menaquinone biosynthesis methyltransferase,Corynebacterium glutamicum ATCC 13032,4,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae
12214,ubiquinone/menaquinone biosynthesis methyltransferase,Maribacter sp. HTCC2170,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
12215,ubiquinone/menaquinone biosynthesis methyltransferase,Segniliparus rotundus DSM 44985,1,Actinobacteria,Actinobacteria,Corynebacteriales,Segniliparaceae
12216,ubiquitin,Clavispora lusitaniae ATCC 42720,2,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae
12217,ubiquitin carboxyl-terminal hydrolase,Chlamydomonas reinhardtii,1,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae
12218,ubiquitin carboxyl-terminal hydrolase 14 isoform a,Homo sapiens,2,Chordata,Mammalia,Primates,Hominidae
12219,ubiquitin carboxyl-terminal hydrolase family protein,Arabidopsis thaliana,1,Streptophyta,,Brassicales,Brassicaceae
12220,ubiquitin carboxyl-terminal hydrolase isozyme L1-like,Macaca mulatta,1,Chordata,Mammalia,Primates,Cercopithecidae
12221,ubiquitin conjugating enzyme (UbcM,Penicillium marneffei ATCC 18224,1,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae
12222,ubiquitin family protei,Phytophthora infestans T30-4,2,,Oomycetes,Peronosporales,
12223,ubiquitin hydrolas,Penicillium marneffei ATCC 18224,1,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae
12224,ubiquitin protein ligase,Naegleria gruberi strain NEG-M,1,,Heterolobosea,Schizopyrenida,Vahlkampfiidae
12225,ubiquitin-activating enzyme E1,Trypanosoma brucei TREU927,2,,,Kinetoplastida,Trypanosomatidae
12226,ubiquitin-conjugating enzyme E,Phytophthora infestans T30-4,1,,Oomycetes,Peronosporales,
